BS.pilon.polished.v3.ST170922	Bacillus subtilis
30625	Cryptococcus neoformans
35753	Cryptococcus neoformans
34251	Cryptococcus neoformans
35294	Cryptococcus neoformans
35301	Cryptococcus neoformans
34875	Cryptococcus neoformans
34406	Cryptococcus neoformans
35060	Cryptococcus neoformans
34968	Cryptococcus neoformans
35009	Cryptococcus neoformans
35353	Cryptococcus neoformans
34568	Cryptococcus neoformans
35647	Cryptococcus neoformans
34822	Cryptococcus neoformans
35770	Cryptococcus neoformans
35358	Cryptococcus neoformans
35383	Cryptococcus neoformans
34478	Cryptococcus neoformans
30855	Cryptococcus neoformans
34954	Cryptococcus neoformans
35264	Cryptococcus neoformans
34953	Cryptococcus neoformans
34060	Cryptococcus neoformans
35662	Cryptococcus neoformans
34891	Cryptococcus neoformans
35140	Cryptococcus neoformans
34240	Cryptococcus neoformans
34810	Cryptococcus neoformans
33780	Cryptococcus neoformans
35143	Cryptococcus neoformans
33848	Cryptococcus neoformans
35290	Cryptococcus neoformans
35300	Cryptococcus neoformans
34500	Cryptococcus neoformans
33798	Cryptococcus neoformans
34557	Cryptococcus neoformans
35377	Cryptococcus neoformans
34779	Cryptococcus neoformans
34668	Cryptococcus neoformans
35452	Cryptococcus neoformans
35332	Cryptococcus neoformans
33729	Cryptococcus neoformans
34761	Cryptococcus neoformans
32558	Cryptococcus neoformans
35585	Cryptococcus neoformans
35230	Cryptococcus neoformans
35285	Cryptococcus neoformans
34462	Cryptococcus neoformans
35699	Cryptococcus neoformans
35134	Cryptococcus neoformans
32113	Cryptococcus neoformans
33717	Cryptococcus neoformans
35087	Cryptococcus neoformans
34278	Cryptococcus neoformans
35455	Cryptococcus neoformans
35611	Cryptococcus neoformans
34162	Cryptococcus neoformans
33855	Cryptococcus neoformans
34942	Cryptococcus neoformans
29549	Cryptococcus neoformans
35748	Cryptococcus neoformans
35769	Cryptococcus neoformans
35425	Cryptococcus neoformans
35130	Cryptococcus neoformans
35054	Cryptococcus neoformans
35588	Cryptococcus neoformans
35426	Cryptococcus neoformans
35202	Cryptococcus neoformans
35704	Cryptococcus neoformans
35443	Cryptococcus neoformans
34226	Cryptococcus neoformans
35420	Cryptococcus neoformans
34132	Cryptococcus neoformans
35036	Cryptococcus neoformans
35172	Cryptococcus neoformans
34537	Cryptococcus neoformans
35108	Cryptococcus neoformans
35156	Cryptococcus neoformans
35627	Cryptococcus neoformans
34447	Cryptococcus neoformans
34383	Cryptococcus neoformans
34721	Cryptococcus neoformans
34894	Cryptococcus neoformans
35090	Cryptococcus neoformans
35046	Cryptococcus neoformans
30833	Cryptococcus neoformans
35259	Cryptococcus neoformans
35472	Cryptococcus neoformans
31662	Cryptococcus neoformans
31510	Cryptococcus neoformans
35577	Cryptococcus neoformans
33695	Cryptococcus neoformans
34030	Cryptococcus neoformans
35082	Cryptococcus neoformans
35484	Cryptococcus neoformans
35166	Cryptococcus neoformans
35473	Cryptococcus neoformans
35557	Cryptococcus neoformans
35204	Cryptococcus neoformans
35124	Cryptococcus neoformans
35257	Cryptococcus neoformans
35707	Cryptococcus neoformans
34657	Cryptococcus neoformans
35256	Cryptococcus neoformans
33726	Cryptococcus neoformans
34783	Cryptococcus neoformans
35676	Cryptococcus neoformans
35340	Cryptococcus neoformans
35064	Cryptococcus neoformans
35126	Cryptococcus neoformans
34083	Cryptococcus neoformans
32382	Cryptococcus neoformans
34630	Cryptococcus neoformans
35106	Cryptococcus neoformans
34460	Cryptococcus neoformans
35233	Cryptococcus neoformans
32143	Cryptococcus neoformans
31448	Cryptococcus neoformans
35645	Cryptococcus neoformans
30081	Cryptococcus neoformans
35536	Cryptococcus neoformans
34899	Cryptococcus neoformans
34836	Cryptococcus neoformans
35614	Cryptococcus neoformans
34388	Cryptococcus neoformans
34169	Cryptococcus neoformans
35535	Cryptococcus neoformans
35063	Cryptococcus neoformans
35613	Cryptococcus neoformans
35727	Cryptococcus neoformans
35573	Cryptococcus neoformans
34995	Cryptococcus neoformans
35656	Cryptococcus neoformans
35450	Cryptococcus neoformans
35511	Cryptococcus neoformans
35660	Cryptococcus neoformans
31360	Cryptococcus neoformans
35732	Cryptococcus neoformans
35272	Cryptococcus neoformans
32894	Cryptococcus neoformans
34082	Cryptococcus neoformans
34459	Cryptococcus neoformans
35506	Cryptococcus neoformans
30348	Cryptococcus neoformans
35195	Cryptococcus neoformans
31347	Cryptococcus neoformans
31941	Cryptococcus neoformans
35397	Cryptococcus neoformans
31446	Cryptococcus neoformans
33711	Cryptococcus neoformans
35801	Cryptococcus neoformans
35756	Cryptococcus neoformans
34074	Cryptococcus neoformans
33878	Cryptococcus neoformans
32935	Cryptococcus neoformans
35604	Cryptococcus neoformans
35685	Cryptococcus neoformans
35254	Cryptococcus neoformans
35782	Cryptococcus neoformans
33681	Cryptococcus neoformans
35125	Cryptococcus neoformans
35633	Cryptococcus neoformans
34282	Cryptococcus neoformans
34615	Cryptococcus neoformans
35059	Cryptococcus neoformans
35194	Cryptococcus neoformans
32196	Cryptococcus neoformans
31529	Cryptococcus neoformans
8042	Cryptococcus neoformans
35035	Cryptococcus neoformans
34317	Cryptococcus neoformans
35427	Cryptococcus neoformans
35708	Cryptococcus neoformans
31872	Cryptococcus neoformans
35247	Cryptococcus neoformans
34862	Cryptococcus neoformans
35655	Cryptococcus neoformans
35213	Cryptococcus neoformans
35372	Cryptococcus neoformans
33826	Cryptococcus neoformans
30425	Cryptococcus neoformans
35116	Cryptococcus neoformans
35218	Cryptococcus neoformans
35514	Cryptococcus neoformans
35243	Cryptococcus neoformans
34038	Cryptococcus neoformans
35356	Cryptococcus neoformans
34133	Cryptococcus neoformans
35533	Cryptococcus neoformans
35206	Cryptococcus neoformans
35380	Cryptococcus neoformans
34011	Cryptococcus neoformans
34708	Cryptococcus neoformans
35793	Cryptococcus neoformans
35800	Cryptococcus neoformans
35448	Cryptococcus neoformans
34720	Cryptococcus neoformans
35148	Cryptococcus neoformans
35147	Cryptococcus neoformans
34079	Cryptococcus neoformans
35551	Cryptococcus neoformans
34864	Cryptococcus neoformans
34396	Cryptococcus neoformans
35253	Cryptococcus neoformans
35083	Cryptococcus neoformans
33723	Cryptococcus neoformans
34628	Cryptococcus neoformans
35469	Cryptococcus neoformans
33651	Cryptococcus neoformans
6093	Cryptococcus neoformans
35712	Cryptococcus neoformans
34876	Cryptococcus neoformans
35463	Cryptococcus neoformans
32678	Cryptococcus neoformans
35414	Cryptococcus neoformans
33683	Cryptococcus neoformans
30373	Cryptococcus neoformans
34554	Cryptococcus neoformans
35710	Cryptococcus neoformans
34053	Cryptococcus neoformans
34024	Cryptococcus neoformans
35308	Cryptococcus neoformans
35357	Cryptococcus neoformans
35678	Cryptococcus neoformans
34196	Cryptococcus neoformans
32135	Cryptococcus neoformans
34394	Cryptococcus neoformans
35114	Cryptococcus neoformans
31149	Cryptococcus neoformans
35798	Cryptococcus neoformans
34155	Cryptococcus neoformans
33866	Cryptococcus neoformans
35041	Cryptococcus neoformans
34203	Cryptococcus neoformans
33770	Cryptococcus neoformans
33834	Cryptococcus neoformans
34078	Cryptococcus neoformans
34191	Cryptococcus neoformans
34960	Cryptococcus neoformans
35133	Cryptococcus neoformans
34919	Cryptococcus neoformans
33777	Cryptococcus neoformans
35468	Cryptococcus neoformans
35242	Cryptococcus neoformans
35282	Cryptococcus neoformans
35759	Cryptococcus neoformans
35583	Cryptococcus neoformans
34287	Cryptococcus neoformans
35388	Cryptococcus neoformans
35681	Cryptococcus neoformans
34519	Cryptococcus neoformans
35297	Cryptococcus neoformans
34907	Cryptococcus neoformans
35069	Cryptococcus neoformans
31521	Cryptococcus neoformans
33864	Cryptococcus neoformans
34402	Cryptococcus neoformans
35333	Cryptococcus neoformans
34877	Cryptococcus neoformans
35418	Cryptococcus neoformans
34829	Cryptococcus neoformans
34491	Cryptococcus neoformans
35615	Cryptococcus neoformans
34205	Cryptococcus neoformans
34902	Cryptococcus neoformans
35139	Cryptococcus neoformans
35441	Cryptococcus neoformans
33994	Cryptococcus neoformans
35319	Cryptococcus neoformans
33727	Cryptococcus neoformans
31502	Cryptococcus neoformans
34301	Cryptococcus neoformans
34974	Cryptococcus neoformans
35500	Cryptococcus neoformans
35101	Cryptococcus neoformans
35183	Cryptococcus neoformans
33840	Cryptococcus neoformans
34605	Cryptococcus neoformans
34081	Cryptococcus neoformans
35776	Cryptococcus neoformans
33715	Cryptococcus neoformans
34504	Cryptococcus neoformans
34936	Cryptococcus neoformans
35507	Cryptococcus neoformans
34948	Cryptococcus neoformans
31369	Cryptococcus neoformans
35368	Cryptococcus neoformans
34253	Cryptococcus neoformans
35274	Cryptococcus neoformans
32229	Cryptococcus neoformans
34963	Cryptococcus neoformans
35371	Cryptococcus neoformans
33938	Cryptococcus neoformans
29535	Cryptococcus neoformans
35657	Cryptococcus neoformans
35795	Cryptococcus neoformans
34347	Cryptococcus neoformans
35328	Cryptococcus neoformans
35102	Cryptococcus neoformans
35637	Cryptococcus neoformans
35193	Cryptococcus neoformans
35400	Cryptococcus neoformans
33697	Cryptococcus neoformans
35347	Cryptococcus neoformans
34160	Cryptococcus neoformans
34127	Cryptococcus neoformans
34446	Cryptococcus neoformans
33808	Cryptococcus neoformans
30059	Cryptococcus neoformans
34432	Cryptococcus neoformans
34093	Cryptococcus neoformans
31981	Cryptococcus neoformans
35494	Cryptococcus neoformans
35314	Cryptococcus neoformans
35092	Cryptococcus neoformans
31768	Cryptococcus neoformans
35785	Cryptococcus neoformans
34314	Cryptococcus neoformans
33916	Cryptococcus neoformans
31102	Cryptococcus neoformans
35638	Cryptococcus neoformans
34705	Cryptococcus neoformans
35512	Cryptococcus neoformans
34097	Cryptococcus neoformans
32954	Cryptococcus neoformans
33863	Cryptococcus neoformans
34108	Cryptococcus neoformans
33931	Cryptococcus neoformans
35404	Cryptococcus neoformans
34661	Cryptococcus neoformans
31255	Cryptococcus neoformans
35481	Cryptococcus neoformans
33722	Cryptococcus neoformans
34962	Cryptococcus neoformans
35453	Cryptococcus neoformans
34748	Cryptococcus neoformans
33843	Cryptococcus neoformans
35344	Cryptococcus neoformans
34920	Cryptococcus neoformans
35120	Cryptococcus neoformans
34339	Cryptococcus neoformans
10467	Cryptococcus neoformans
34746	Cryptococcus neoformans
35227	Cryptococcus neoformans
33923	Cryptococcus neoformans
35648	Cryptococcus neoformans
34080	Cryptococcus neoformans
30934	Cryptococcus neoformans
35136	Cryptococcus neoformans
34831	Cryptococcus neoformans
31891	Cryptococcus neoformans
33976	Cryptococcus neoformans
35178	Cryptococcus neoformans
26645	Cryptococcus neoformans
34000	Cryptococcus neoformans
34367	Cryptococcus neoformans
35269	Cryptococcus neoformans
33690	Cryptococcus neoformans
34769	Cryptococcus neoformans
35758	Cryptococcus neoformans
33800	Cryptococcus neoformans
33011	Cryptococcus neoformans
34522	Cryptococcus neoformans
35329	Cryptococcus neoformans
33664	Cryptococcus neoformans
34094	Cryptococcus neoformans
29443	Cryptococcus neoformans
34292	Cryptococcus neoformans
35326	Cryptococcus neoformans
35587	Cryptococcus neoformans
33670	Cryptococcus neoformans
35631	Cryptococcus neoformans
29945	Cryptococcus neoformans
35620	Cryptococcus neoformans
35153	Cryptococcus neoformans
34192	Cryptococcus neoformans
35014	Cryptococcus neoformans
30167	Cryptococcus neoformans
34387	Cryptococcus neoformans
33930	Cryptococcus neoformans
20067	Cryptococcus neoformans
34871	Cryptococcus neoformans
30415	Cryptococcus neoformans
35489	Cryptococcus neoformans
35559	Cryptococcus neoformans
35788	Cryptococcus neoformans
5646	Cryptococcus neoformans
35444	Cryptococcus neoformans
35572	Cryptococcus neoformans
32896	Cryptococcus neoformans
32905	Cryptococcus neoformans
35292	Cryptococcus neoformans
35162	Cryptococcus neoformans
34712	Cryptococcus neoformans
35151	Cryptococcus neoformans
33739	Cryptococcus neoformans
32888	Cryptococcus neoformans
29763	Cryptococcus neoformans
34326	Cryptococcus neoformans
34368	Cryptococcus neoformans
34574	Cryptococcus neoformans
34398	Cryptococcus neoformans
33787	Cryptococcus neoformans
33868	Cryptococcus neoformans
34929	Cryptococcus neoformans
35461	Cryptococcus neoformans
31190	Cryptococcus neoformans
34950	Cryptococcus neoformans
35747	Cryptococcus neoformans
33846	Cryptococcus neoformans
32092	Cryptococcus neoformans
34653	Cryptococcus neoformans
34140	Cryptococcus neoformans
32492	Cryptococcus neoformans
34639	Cryptococcus neoformans
35600	Cryptococcus neoformans
34669	Cryptococcus neoformans
34901	Cryptococcus neoformans
34126	Cryptococcus neoformans
30112	Cryptococcus neoformans
17041	Cryptococcus neoformans
35665	Cryptococcus neoformans
30343	Cryptococcus neoformans
35437	Cryptococcus neoformans
34766	Cryptococcus neoformans
35382	Cryptococcus neoformans
35622	Cryptococcus neoformans
33871	Cryptococcus neoformans
35480	Cryptococcus neoformans
34332	Cryptococcus neoformans
32175	Cryptococcus neoformans
34969	Cryptococcus neoformans
34781	Cryptococcus neoformans
34303	Cryptococcus neoformans
33905	Cryptococcus neoformans
33882	Cryptococcus neoformans
33731	Cryptococcus neoformans
34692	Cryptococcus neoformans
35398	Cryptococcus neoformans
33819	Cryptococcus neoformans
34141	Cryptococcus neoformans
35410	Cryptococcus neoformans
34005	Cryptococcus neoformans
35783	Cryptococcus neoformans
35027	Cryptococcus neoformans
32797	Cryptococcus neoformans
35509	Cryptococcus neoformans
33879	Cryptococcus neoformans
34611	Cryptococcus neoformans
31187	Cryptococcus neoformans
34915	Cryptococcus neoformans
35745	Cryptococcus neoformans
29208	Cryptococcus neoformans
34672	Cryptococcus neoformans
33758	Cryptococcus neoformans
29358	Cryptococcus neoformans
35210	Cryptococcus neoformans
32180	Cryptococcus neoformans
33811	Cryptococcus neoformans
34183	Cryptococcus neoformans
34365	Cryptococcus neoformans
35491	Cryptococcus neoformans
27424	Cryptococcus neoformans
35165	Cryptococcus neoformans
16069	Cryptococcus neoformans
35221	Cryptococcus neoformans
34048	Cryptococcus neoformans
34377	Cryptococcus neoformans
34249	Cryptococcus neoformans
30380	Cryptococcus neoformans
30387	Cryptococcus neoformans
28575	Cryptococcus neoformans
34221	Cryptococcus neoformans
34607	Cryptococcus neoformans
33946	Cryptococcus neoformans
35304	Cryptococcus neoformans
34284	Cryptococcus neoformans
35445	Cryptococcus neoformans
34086	Cryptococcus neoformans
31013	Cryptococcus neoformans
34764	Cryptococcus neoformans
33668	Cryptococcus neoformans
34194	Cryptococcus neoformans
35390	Cryptococcus neoformans
34821	Cryptococcus neoformans
30701	Cryptococcus neoformans
33685	Cryptococcus neoformans
35650	Cryptococcus neoformans
34069	Cryptococcus neoformans
27143	Cryptococcus neoformans
34546	Cryptococcus neoformans
34904	Cryptococcus neoformans
29835	Cryptococcus neoformans
31613	Cryptococcus neoformans
35335	Cryptococcus neoformans
32913	Cryptococcus neoformans
33949	Cryptococcus neoformans
33032	Cryptococcus neoformans
33885	Cryptococcus neoformans
32710	Cryptococcus neoformans
32261	Cryptococcus neoformans
14843	Cryptococcus neoformans
31932	Cryptococcus neoformans
31258	Cryptococcus neoformans
35595	Cryptococcus neoformans
31351	Cryptococcus neoformans
35158	Cryptococcus neoformans
34343	Cryptococcus neoformans
35188	Cryptococcus neoformans
32314	Cryptococcus neoformans
33853	Cryptococcus neoformans
33725	Cryptococcus neoformans
34014	Cryptococcus neoformans
35813	Cryptococcus neoformans
34744	Cryptococcus neoformans
34412	Cryptococcus neoformans
7618	Cryptococcus neoformans
33701	Cryptococcus neoformans
34747	Cryptococcus neoformans
16608	Cryptococcus neoformans
34745	Cryptococcus neoformans
34794	Cryptococcus neoformans
33789	Cryptococcus neoformans
32024	Cryptococcus neoformans
31676	Cryptococcus neoformans
33914	Cryptococcus neoformans
30804	Cryptococcus neoformans
34548	Cryptococcus neoformans
12323	Cryptococcus neoformans
35258	Cryptococcus neoformans
33997	Cryptococcus neoformans
34344	Cryptococcus neoformans
34642	Cryptococcus neoformans
35228	Cryptococcus neoformans
35454	Cryptococcus neoformans
35094	Cryptococcus neoformans
29704	Cryptococcus neoformans
33993	Cryptococcus neoformans
30388	Cryptococcus neoformans
35409	Cryptococcus neoformans
35607	Cryptococcus neoformans
18036	Cryptococcus neoformans
33926	Cryptococcus neoformans
35043	Cryptococcus neoformans
34328	Cryptococcus neoformans
35701	Cryptococcus neoformans
34729	Cryptococcus neoformans
32765	Cryptococcus neoformans
35684	Cryptococcus neoformans
33980	Cryptococcus neoformans
34421	Cryptococcus neoformans
35261	Cryptococcus neoformans
31844	Cryptococcus neoformans
32662	Cryptococcus neoformans
33965	Cryptococcus neoformans
31364	Cryptococcus neoformans
31546	Cryptococcus neoformans
35640	Cryptococcus neoformans
35192	Cryptococcus neoformans
34271	Cryptococcus neoformans
34306	Cryptococcus neoformans
35772	Cryptococcus neoformans
34679	Cryptococcus neoformans
35249	Cryptococcus neoformans
34918	Cryptococcus neoformans
30226	Cryptococcus neoformans
12069	Cryptococcus neoformans
33832	Cryptococcus neoformans
31568	Cryptococcus neoformans
34165	Cryptococcus neoformans
34777	Cryptococcus neoformans
34589	Cryptococcus neoformans
32981	Cryptococcus neoformans
35098	Cryptococcus neoformans
35778	Cryptococcus neoformans
34237	Cryptococcus neoformans
34004	Cryptococcus neoformans
